id;votes;priority;severity;precedence
328170;0;0.6;0.4;
189471;0;0.6;0.1;
120245;48;0.6;0.1;
311549;3;0.6;0.4;
333203;47;0.6;1.0;
346101;0;0.6;0.55;
333329;40;0.6;0.55;
344505;0;0.6;0.1;
166624;1;0.6;0.1;
332717;0;0.6;1.0;
224194;13;0.6;0.8;
338442;0;0.6;0.4;
314752;0;0.6;0.4;
267508;20;0.6;0.1;
186083;0;0.6;0.1;
343261;0;0.6;0.55;
311524;20;0.6;0.1;
321080;0;0.6;0.1;
344267;0;0.6;0.8;
302577;35;0.6;0.1;
333393;0;0.6;0.4;
313022;0;0.6;0.1;
328348;0;0.6;0.25;
330203;0;0.6;0.1;
335760;0;0.6;0.6;
154043;0;0.6;0.1;
333199;0;0.6;0.1;
344976;0;0.6;0.6;
333577;0;0.8;0.7;
160987;9;0.6;0.1;
339067;0;0.6;0.4;
192098;20;0.6;0.1;
333323;0;0.6;0.2;
318232;0;0.6;0.4;
344414;20;0.6;0.1;
198625;20;0.6;0.1;
261459;20;0.6;0.2;
236291;0;0.6;0.6;
189688;0;0.6;0.1;
174486;40;0.6;0.1;
189178;0;0.6;1.0;
344720;35;0.6;0.2;
145664;70;0.6;0.4;
292766;20;0.6;0.6;
296156;38;0.6;0.1;
140513;26;0.6;0.1;
333677;0;0.6;0.1;
318387;0;0.6;0.8;
334028;0;0.6;1.0;
333636;0;0.6;0.8;
179839;30;0.6;0.1;
164792;20;0.6;0.2;
226771;0;0.6;0.1;
322004;0;0.6;0.6;
226876;0;0.6;0.1;
345455;0;0.6;0.4;
318945;0;0.6;0.1;
126811;5;0.6;0.1;
168683;0;0.6;0.1;
339066;23;0.6;0.2;
176810;0;0.6;0.1;
244424;40;0.6;0.1;
312169;41;0.6;0.1;
126731;0;0.6;0.1;
338551;0;0.6;0.25;
307052;0;0.6;0.1;
327842;0;0.6;0.4;
345541;0;0.6;0.4;
166670;0;0.6;0.1;
145294;0;0.6;0.1;
209372;0;0.6;0.1;
154899;1;0.6;0.1;
101457;50;0.6;1.0;
288413;0;0.6;0.1;
215723;0;0.6;0.2;
344074;26;0.6;0.7;
346102;0;0.6;0.55;
336085;0;0.6;0.4;
153843;0;0.6;0.1;
176095;0;0.6;0.1;
339061;0;0.6;0.4;
284474;60;0.6;0.1;
313809;0;0.6;0.4;
342466;0;0.6;0.4;
328312;0;0.6;0.4;
192686;0;0.6;0.8;
148390;10;0.6;0.1;
89576;0;0.6;0.4;300453,
328104;1;0.6;0.2;
153197;14;0.6;0.2;
315141;0;0.6;0.4;
141855;0;0.6;0.1;
128193;1;0.6;0.1;
326869;0;0.6;0.25;
227290;20;0.6;0.1;
331465;11;0.6;0.55;
146477;20;0.6;0.6;
111553;20;0.6;0.1;
293133;36;0.6;0.1;
328837;30;0.6;0.4;
324940;0;0.6;0.1;
191028;0;0.6;0.1;
318711;0;0.6;0.4;
322532;0;0.6;0.4;
323404;12;0.6;0.1;
306373;0;0.6;0.1;
98955;0;0.6;0.8;
317278;0;0.6;0.4;
226905;20;1.0;0.1;
339337;0;0.6;0.4;
211662;20;0.6;0.1;
332623;0;0.6;0.4;
324376;0;0.6;0.4;
248777;20;0.6;0.1;
325877;0;0.6;0.4;
298559;0;0.6;0.1;
334032;0;0.6;0.4;
325576;0;0.6;0.4;
311608;0;0.6;0.4;
151461;0;0.6;0.1;
334706;0;0.6;0.1;
339676;0;0.8;0.4;
253886;20;0.6;0.2;
88391;0;0.6;0.6;
344502;32;0.6;0.4;
345218;0;0.6;0.1;
127549;5;0.6;0.1;
341129;44;0.6;0.55;
92337;99;0.6;0.1;
159779;0;0.6;0.1;
308614;27;0.6;0.4;
320376;10;0.6;0.1;
332414;1;0.6;0.1;
323060;0;0.6;0.4;
325933;0;0.6;0.55;
313581;8;0.6;0.1;
331281;42;0.6;0.4;
268913;0;0.6;0.4;
193723;0;0.6;0.1;
113546;0;0.6;0.4;
338236;46;0.6;1.0;
345189;0;0.6;0.55;
331929;0;0.6;0.4;
341680;0;0.6;0.55;
197283;20;0.6;0.1;
319761;0;0.6;0.6;
341301;0;0.6;0.55;
126740;0;0.6;0.1;
282866;20;0.6;0.1;
323815;20;0.6;0.4;
322570;0;0.6;0.1;
288835;0;0.6;1.0;
330634;0;0.6;0.1;
243740;5;0.6;0.1;
340756;20;0.6;0.4;
107003;40;0.6;0.1;
309595;50;0.6;0.2;
342507;10;0.6;0.4;
331803;0;0.6;0.4;
127812;10;0.6;0.1;
242704;20;0.6;0.1;
312795;0;0.6;0.1;
344276;0;0.6;0.4;
324129;0;0.6;0.6;
134781;0;0.6;0.1;
179775;0;0.6;0.4;
338777;0;0.6;0.4;
304342;0;0.6;0.4;
174231;20;0.6;0.1;
332281;0;0.6;0.55;
288944;22;0.6;0.1;
143647;0;0.6;0.1;
343313;20;0.6;0.4;
343629;60;0.6;0.85;
330843;120;0.6;0.1;
162702;20;0.6;0.1;
337731;0;0.6;0.1;
235862;61;0.6;0.4;
340366;0;0.6;0.8;
339894;0;0.6;0.8;
344551;0;0.6;0.1;
86850;0;0.6;0.2;
269408;39;0.6;0.4;
292485;0;0.6;0.4;
318596;20;0.6;0.1;
131604;0;0.6;0.1;
345908;0;0.6;0.55;
330357;33;0.6;0.8;
